Order ID,Customer ID,Product ID,Quantity,Total Price
10896,C190,P15,4,1118.33
10897,C191,P20,5,2458.5
10898,C369,P17,5,2419.67
10899,C409,P13,5,1158.27
10900,C312,P18,9,4089.33
10901,C417,P02,3,1317.13
10902,C422,P13,6,1105.63
10903,C117,P13,8,2797.73
10904,C134,P15,9,1161.66
10905,C058,P20,7,3042.79
10906,C044,P10,3,509.46
10907,C173,P03,1,128.33
10908,C160,P19,4,1040.35
10909,C173,P03,6,1984.61
10910,C317,P14,3,1325.9
10911,C303,P08,1,489.7
10912,C149,P04,6,1654.78
10913,C080,P20,1,124.18
10914,C374,P11,9,3596.82
10915,C213,P11,1,326.07
10916,C203,P11,6,1674.94
10917,C252,P02,1,223.71
10918,C229,P17,7,2106.72
10919,C164,P09,3,706.42
10920,C227,P02,6,2416.83
10921,C147,P15,7,2222.9
10922,C020,P16,1,450.74
10923,C441,P04,1,317.42
10924,C402,P08,5,976.52
10925,C047,P09,6,2642.62
10926,C233,P05,9,2905.99
10927,C305,P16,1,182.74
10928,C014,P13,4,1397.61
10929,C143,P07,8,1944.69
10930,C415,P20,9,3939.86
10931,C001,P17,3,843.96
10932,C373,P03,2,781.15
10933,C054,P05,4,552.86
10934,C374,P19,2,516.82
10935,C259,P12,1,493.3
10936,C144,P07,3,1270.15
10937,C471,P09,7,1147.83
10938,C441,P06,1,211.11
10939,C459,P17,2,463.85
10940,C012,P16,1,360.15
10941,C330,P03,8,3222.38
10942,C224,P04,5,1999.05
10943,C272,P10,8,2431.6
10944,C456,P05,3,1272.98
10945,C358,P10,7,1923.82
10946,C460,P12,8,1196.42
10947,C408,P10,6,1954.66
10948,C156,P13,7,3366.44
10949,C373,P11,2,834.39
10950,C008,P16,8,2651.84
10951,C122,P08,5,1793.61
10952,C348,P08,7,3305.57
10953,C164,P08,1,271.34
10954,C090,P13,5,1162.79
10955,C136,P02,1,490.9
10956,C186,P12,8,3563.02
10957,C316,P10,4,916.87
10958,C178,P12,4,1142.05
10959,C028,P11,2,532.06
10960,C220,P15,5,798.19
10961,C357,P16,1,483.13
10962,C041,P17,9,2355.52
10963,C228,P02,5,2250.66
10964,C192,P18,6,1054.45
10965,C411,P12,2,638.3
10966,C447,P19,1,109.58
10967,C145,P18,4,1622.75
10968,C201,P17,7,2326.56
10969,C417,P06,6,2101.42
10970,C212,P15,1,120.69
10971,C461,P03,1,184.42
10972,C220,P06,8,1037.86
10973,C240,P03,4,862.26
10974,C413,P01,5,1754.88
10975,C397,P13,7,2285.32
10976,C046,P14,8,2758.88
10977,C035,P13,7,2237.9
10978,C253,P04,2,418.42
10979,C390,P07,4,791.21
10980,C082,P10,1,154.82
10981,C371,P07,9,3956.66
10982,C256,P15,3,1039.78
10983,C197,P15,3,523.81
10984,C303,P04,9,1537.95
10985,C409,P06,3,1347.64
10986,C450,P20,8,3176.74
10987,C010,P05,2,727.52
10988,C312,P20,3,788.24
10989,C286,P12,2,409.58
10990,C242,P01,1,491.78
10991,C251,P08,2,837.79
10992,C365,P01,8,1765.69
10993,C005,P05,9,3951.23
10994,C119,P06,2,807.15
10995,C289,P03,7,1531.83
10996,C374,P15,5,1353.11
10997,C065,P05,3,523.14
10998,C146,P14,9,1299.79
10999,C224,P18,6,2334.63
11000,C239,P16,1,207.0
11001,C177,P06,5,2140.12
11002,C267,P14,7,3487.7
11003,C341,P08,4,522.59
11004,C282,P07,8,2313.71
11005,C063,P08,5,2104.13
11006,C217,P13,9,3740.22
11007,C342,P06,9,3635.99
11008,C315,P18,9,2156.38
11009,C283,P02,1,281.54
11010,C177,P08,2,675.97
11011,C461,P11,3,1468.73
11012,C417,P01,4,924.08
11013,C098,P06,9,4223.32
11014,C105,P16,6,1246.46
11015,C099,P20,1,495.63
11016,C385,P12,9,3312.95
11017,C405,P11,6,1712.43
11018,C496,P10,4,1381.42
11019,C311,P03,4,836.05
11020,C006,P13,3,629.01
11021,C476,P03,7,1017.95
11022,C465,P15,3,436.86
11023,C197,P16,2,478.14
11024,C351,P13,8,3241.14
11025,C133,P17,4,1372.75
11026,C358,P03,8,1128.27
11027,C259,P20,1,440.89
11028,C437,P11,5,1702.74
11029,C023,P19,9,4359.08
11030,C485,P11,1,368.07
11031,C053,P16,4,680.28
11032,C165,P03,6,1737.08
11033,C202,P06,8,2875.19
11034,C458,P14,3,333.92
11035,C083,P18,5,529.82
11036,C145,P17,7,1062.33
11037,C085,P04,1,200.67
11038,C078,P15,7,1902.74
11039,C457,P11,8,2359.81
11040,C366,P03,8,1241.69
11041,C001,P03,9,3324.21
11042,C051,P16,6,2030.73
11043,C173,P05,6,1306.71
11044,C205,P10,2,210.93
11045,C260,P19,3,393.18
11046,C446,P04,4,1026.71
11047,C449,P19,4,646.36
11048,C369,P11,8,2005.82
11049,C488,P02,1,351.27
11050,C288,P10,4,1275.58
11051,C034,P11,4,769.88
11052,C348,P20,1,237.53
11053,C095,P16,3,1036.84
11054,C072,P19,5,2221.71
11055,C039,P11,6,2407.71
11056,C154,P14,9,2892.24
11057,C250,P02,9,2204.25
11058,C162,P05,9,2214.18
11059,C438,P05,1,451.77
11060,C118,P19,9,1041.28
11061,C259,P12,8,3961.54
11062,C379,P18,2,731.5
11063,C306,P04,1,372.46
11064,C268,P17,1,115.2
11065,C449,P10,6,2053.27
11066,C054,P20,9,2645.2
11067,C236,P06,7,996.18
11068,C389,P14,5,1055.84
11069,C478,P11,2,912.25
11070,C222,P11,1,320.0
11071,C251,P18,2,530.73
11072,C313,P18,1,129.07
11073,C401,P11,3,1156.95
11074,C112,P12,6,2286.84
11075,C255,P05,8,2764.94
11076,C303,P09,3,912.32
11077,C407,P09,9,2461.62
11078,C207,P10,5,1686.54
11079,C229,P19,7,1353.51
11080,C341,P01,8,3812.03
11081,C398,P07,3,1006.55
11082,C066,P04,2,448.95
11083,C075,P01,2,559.74
11084,C435,P15,5,2111.37
11085,C103,P08,1,164.65
11086,C422,P12,2,434.27
11087,C192,P18,9,3346.23
11088,C252,P15,7,1583.37
11089,C226,P17,6,2502.0
11090,C294,P14,9,1369.63
11091,C306,P14,7,2835.52
11092,C098,P18,5,636.7
11093,C338,P20,9,945.33
11094,C286,P18,6,2755.74
11095,C335,P16,6,1995.21
11096,C347,P01,4,962.92
11097,C435,P11,1,193.04
11098,C447,P15,5,1733.77
11099,C482,P12,9,2732.41
11100,C308,P08,8,3973.11
11101,C249,P20,8,3946.29
11102,C166,P06,5,1770.05
11103,C481,P03,9,2494.33
11104,C472,P13,3,889.37
11105,C335,P13,3,1118.97
11106,C030,P02,1,140.63
11107,C247,P05,9,2082.07
11108,C106,P17,6,780.65
11109,C051,P06,2,258.69
11110,C081,P02,8,1426.69
11111,C133,P04,9,2646.91
11112,C285,P11,9,3725.19
11113,C388,P08,2,588.4
11114,C138,P12,2,468.38
11115,C184,P08,7,930.59
11116,C401,P11,4,1280.47
11117,C330,P20,1,208.51
11118,C273,P08,8,2767.79
11119,C340,P08,2,981.75
11120,C472,P17,3,433.58
11121,C069,P20,5,924.25
11122,C034,P20,3,867.71
11123,C262,P16,7,3412.12
11124,C053,P14,7,2861.07
11125,C450,P11,2,918.58
11126,C205,P07,7,1634.4
11127,C126,P16,6,2980.89
11128,C235,P13,9,1270.2
11129,C043,P15,9,1090.7
11130,C240,P16,2,884.48
11131,C459,P09,7,3296.34
11132,C371,P03,5,681.17
11133,C111,P19,6,872.23
11134,C249,P20,1,113.27
11135,C151,P05,7,992.62
11136,C183,P10,6,1102.61
11137,C336,P17,4,1952.12
11138,C095,P15,1,367.14
11139,C459,P08,9,3702.79
11140,C374,P15,4,1641.82
11141,C400,P14,2,628.06
11142,C008,P20,8,3351.96
11143,C388,P07,2,676.65
11144,C360,P12,5,1129.09
11145,C388,P17,6,1946.66
11146,C184,P17,8,2507.23
11147,C281,P10,1,429.38
11148,C195,P19,1,492.69
11149,C352,P14,4,1057.67
11150,C195,P11,5,2026.78
11151,C155,P02,9,1259.15
11152,C093,P18,7,2875.13
11153,C160,P07,7,1739.97
11154,C434,P12,8,926.05
11155,C061,P02,5,1226.49
11156,C122,P20,5,1721.29
11157,C051,P18,1,147.7
11158,C403,P06,9,4226.52
11159,C277,P10,6,786.41
11160,C005,P20,9,4248.02
11161,C466,P15,3,1148.57
11162,C092,P05,5,1159.42
11163,C170,P20,2,512.6
11164,C317,P03,5,1981.62
11165,C022,P05,8,2724.71
11166,C405,P08,2,737.31
11167,C326,P08,8,2045.33
11168,C001,P08,4,1180.5
11169,C133,P12,1,495.95
11170,C233,P08,5,927.85
11171,C012,P11,1,267.14
11172,C346,P14,7,1517.1
11173,C046,P08,8,3248.36
11174,C034,P10,3,1216.82
11175,C433,P07,3,650.93
11176,C078,P17,7,927.89
11177,C218,P04,4,418.29
11178,C301,P13,3,812.94
11179,C411,P04,8,2113.08
11180,C073,P05,3,1486.07
11181,C282,P04,7,2015.45
11182,C249,P18,2,405.13
11183,C047,P06,1,456.49
11184,C121,P02,6,1778.56
11185,C214,P11,8,2717.36
11186,C239,P14,1,138.27
11187,C056,P05,9,2278.5
11188,C350,P06,3,1433.07
11189,C107,P10,3,1007.41
11190,C319,P08,4,951.2
11191,C048,P14,1,350.27
11192,C061,P03,9,4177.48
11193,C337,P12,3,628.79
11194,C026,P16,4,1208.19
11195,C292,P17,1,483.48
11196,C257,P01,4,675.83
11197,C008,P10,1,387.87
11198,C113,P10,5,1728.96
11199,C355,P02,5,1859.35
11200,C253,P09,7,1683.41
11201,C180,P13,8,1804.41
11202,C207,P16,4,1494.74
11203,C303,P18,7,1303.52
11204,C127,P19,4,1071.45
11205,C056,P12,3,525.81
11206,C214,P08,6,619.93
11207,C014,P17,4,1952.09
11208,C474,P15,3,818.04
11209,C028,P10,9,4389.66
11210,C471,P15,5,780.65
11211,C078,P15,7,2344.63
11212,C216,P07,6,1082.34
11213,C386,P13,5,2080.15
11214,C365,P17,7,2894.37
11215,C154,P09,6,870.26
11216,C014,P08,2,929.65
11217,C187,P20,3,533.56
11218,C312,P18,2,690.38
11219,C371,P13,3,1482.76
11220,C007,P16,1,452.96
11221,C003,P09,8,3861.0
11222,C111,P12,6,1422.24
11223,C407,P12,2,284.46
11224,C238,P06,8,1402.71
11225,C363,P19,6,1801.19
11226,C239,P07,7,2921.04
11227,C493,P03,1,160.06
11228,C274,P16,7,2547.25
11229,C294,P18,3,688.29
11230,C227,P16,8,1891.85
11231,C371,P07,6,2188.6
11232,C015,P04,4,1147.2
11233,C192,P08,8,3398.51
11234,C473,P13,9,1461.31
11235,C119,P13,2,831.96
11236,C485,P17,6,754.16
11237,C028,P17,5,888.11
11238,C202,P05,5,1812.3
11239,C039,P06,3,1325.91
11240,C441,P19,8,1608.57
11241,C273,P13,8,1847.01
11242,C231,P14,5,1574.24
11243,C086,P04,8,1477.03
11244,C474,P07,8,3395.7
11245,C126,P08,3,1228.36
11246,C300,P13,2,316.23
11247,C025,P06,9,2569.79
11248,C145,P06,2,819.86
11249,C013,P03,9,2114.39
11250,C212,P03,4,1412.97
11251,C025,P13,2,240.17
11252,C068,P02,1,343.48
11253,C394,P16,4,644.24
11254,C067,P06,9,3890.1
11255,C233,P08,9,2179.62
11256,C109,P08,4,850.49
11257,C146,P06,9,3927.2
11258,C111,P14,6,720.35
11259,C228,P03,1,258.64
11260,C111,P10,6,1488.01
11261,C470,P03,9,1925.28
11262,C034,P12,2,929.4
11263,C111,P17,6,2402.23
11264,C264,P05,2,251.14
11265,C424,P20,4,1543.5
11266,C369,P09,8,2487.36
11267,C236,P20,7,3222.43
11268,C083,P07,9,2026.6
11269,C042,P04,7,2307.65
11270,C425,P13,1,300.3
11271,C101,P13,2,591.65
11272,C006,P10,6,1694.65
11273,C180,P18,7,1275.76
11274,C282,P17,3,1206.85
11275,C320,P20,9,2524.81
11276,C226,P20,7,3383.85
11277,C443,P13,6,1225.94
11278,C440,P17,6,2238.59
11279,C315,P04,1,476.29
11280,C365,P01,5,1826.92
11281,C454,P01,3,1345.53
11282,C229,P15,7,3016.95
11283,C377,P13,3,732.14
11284,C289,P17,5,1700.25
11285,C437,P08,7,1137.53
11286,C150,P18,3,942.63
11287,C277,P13,2,384.34
11288,C198,P14,6,2384.97
11289,C070,P08,8,2489.79
11290,C112,P08,4,1057.96
11291,C004,P15,9,1867.67
11292,C350,P13,8,3995.84
11293,C331,P07,7,900.79
11294,C446,P05,7,821.97
11295,C318,P17,3,560.71
11296,C350,P16,6,2930.57
11297,C095,P02,5,2458.48
11298,C152,P18,1,361.97
11299,C311,P17,3,1356.13
11300,C137,P07,1,185.58
11301,C247,P13,4,1955.27
11302,C387,P18,3,471.34
11303,C243,P14,4,561.8
11304,C031,P18,9,1303.96
11305,C040,P13,3,987.75
11306,C229,P11,6,2474.34
11307,C036,P16,6,1480.0
11308,C408,P17,7,3438.11
11309,C223,P08,9,2463.91
11310,C006,P19,7,1121.26
11311,C322,P20,1,286.39
11312,C468,P15,8,2972.92
11313,C220,P09,5,2164.45
11314,C075,P20,9,2551.57
11315,C004,P10,5,1687.21
11316,C335,P12,5,1034.69
11317,C134,P20,2,716.73
11318,C118,P01,3,1483.17
11319,C369,P20,9,1076.59
11320,C094,P09,7,3182.29
11321,C486,P15,1,324.91
11322,C435,P01,3,602.52
11323,C062,P12,2,963.91
11324,C441,P03,1,293.34
11325,C194,P11,9,2094.08
11326,C335,P02,8,1380.79
11327,C203,P16,5,988.9
11328,C392,P09,2,866.28
11329,C026,P15,1,345.76
11330,C435,P12,7,3257.09
11331,C173,P01,2,385.57
11332,C300,P13,1,148.46
11333,C133,P14,2,204.87
11334,C326,P08,7,2122.01
11335,C410,P08,7,3495.26
11336,C118,P12,6,2267.92
11337,C324,P01,5,1116.79
11338,C275,P11,3,1352.23
11339,C212,P08,3,1238.07
11340,C225,P10,9,955.49
11341,C020,P19,4,1706.98
11342,C113,P11,9,1981.9
11343,C140,P07,4,639.48
11344,C047,P11,2,381.06
11345,C001,P17,4,1149.73
11346,C090,P01,6,1619.68
11347,C142,P08,6,1293.33
11348,C320,P06,5,844.44
11349,C038,P18,1,404.89
11350,C293,P06,3,1488.13
11351,C382,P05,5,2055.58
11352,C139,P13,6,1310.25
11353,C356,P19,1,197.92
11354,C333,P08,9,1683.6
11355,C491,P09,3,464.03
11356,C259,P17,3,961.6
11357,C161,P03,2,684.32
11358,C390,P19,8,3057.61
11359,C178,P11,3,1116.26
11360,C010,P17,6,1301.6
11361,C261,P19,2,464.25
11362,C407,P02,7,2608.24
11363,C138,P08,4,959.12
11364,C172,P19,9,1665.44
11365,C386,P07,9,2247.61
11366,C013,P17,7,1461.84
11367,C168,P06,8,1082.6
11368,C130,P19,3,1296.17
11369,C084,P06,5,2206.22
11370,C321,P02,2,375.8
11371,C319,P06,7,881.36
11372,C101,P05,8,3164.25
11373,C329,P19,9,1661.5
11374,C273,P20,7,1801.62
11375,C265,P04,8,1005.23
11376,C459,P17,9,1714.57
11377,C399,P11,6,2502.97
11378,C408,P04,2,843.52
11379,C038,P13,2,365.67
11380,C419,P20,4,937.46
11381,C094,P17,9,1383.26
11382,C095,P09,7,907.68
11383,C305,P04,2,993.74
11384,C069,P14,8,2897.9
11385,C318,P19,7,2217.87
11386,C444,P03,9,3655.79
11387,C236,P14,8,3488.25
11388,C434,P08,3,1268.06
11389,C334,P01,1,106.62
11390,C373,P10,2,349.45
11391,C376,P18,2,723.92
11392,C459,P16,4,1001.21
11393,C137,P08,6,2957.96
11394,C418,P01,4,1464.65
11395,C076,P12,9,4343.58
11396,C483,P08,4,722.31
11397,C035,P16,6,2673.5
11398,C001,P18,6,1371.25
11399,C296,P04,1,495.83
11400,C320,P06,8,1304.6
11401,C406,P12,3,919.61
11402,C060,P09,6,2502.83
11403,C320,P15,3,819.17
11404,C349,P16,2,574.47
11405,C328,P12,5,2472.71
11406,C267,P14,1,270.12
11407,C361,P13,9,3074.66
11408,C229,P02,7,852.71
11409,C270,P03,3,1310.65
11410,C316,P10,4,1437.07
11411,C286,P09,6,1569.65
11412,C291,P20,3,319.4
11413,C213,P08,7,2356.67
11414,C165,P10,6,630.38
11415,C005,P19,9,904.33
11416,C339,P03,5,1732.2
11417,C379,P05,4,702.43
11418,C078,P03,3,530.27
11419,C410,P16,1,361.31
11420,C062,P17,3,364.44
11421,C132,P15,3,676.09
11422,C089,P03,7,1118.41
11423,C237,P12,7,2324.49
11424,C042,P09,1,364.71
11425,C089,P12,3,1165.36
11426,C402,P15,8,1616.74
11427,C296,P02,9,1221.3
11428,C328,P18,7,920.31
11429,C295,P20,7,1893.22
11430,C104,P12,8,3826.7
11431,C014,P04,6,1122.55
11432,C288,P16,3,608.09
11433,C179,P16,1,140.36
11434,C125,P01,7,2395.6
11435,C422,P02,1,371.95
11436,C353,P03,1,357.17
11437,C023,P20,9,4000.07
11438,C063,P17,7,2061.99
11439,C143,P20,4,615.13
11440,C481,P01,6,1294.57
11441,C153,P20,1,364.97
11442,C145,P06,7,2416.74
11443,C225,P15,6,1874.41
11444,C495,P14,4,1492.74
11445,C450,P20,7,2484.69
11446,C462,P15,3,1357.59
11447,C309,P14,1,334.41
11448,C104,P05,4,1645.76
11449,C104,P06,3,598.45
11450,C435,P17,1,371.27
11451,C039,P11,2,921.76
11452,C435,P16,5,1271.46
11453,C198,P12,8,3293.13
11454,C134,P15,1,389.92
11455,C067,P04,4,495.24
11456,C391,P18,4,1330.41
11457,C179,P03,5,760.38
11458,C456,P08,7,3408.49
11459,C042,P03,8,3396.5
11460,C448,P08,6,863.34
11461,C500,P18,1,148.7
11462,C015,P10,7,2364.53
11463,C111,P20,3,713.87
11464,C157,P17,6,683.77
11465,C289,P08,8,2533.25
11466,C500,P11,7,1785.97
11467,C478,P05,6,842.58
11468,C231,P13,9,3786.91
11469,C411,P05,9,4194.28
11470,C420,P13,1,402.64
11471,C157,P06,1,428.97
11472,C038,P05,1,186.6
11473,C441,P09,8,1643.43
11474,C097,P16,7,1283.88
11475,C485,P02,3,1218.08
11476,C411,P01,2,958.33
11477,C439,P08,4,1546.94
11478,C289,P19,3,1357.76
11479,C254,P11,7,2488.36
11480,C196,P12,8,2040.51
11481,C086,P12,6,1621.83
11482,C322,P07,3,390.39
11483,C010,P13,6,675.5
11484,C005,P08,2,756.38
11485,C123,P09,7,1927.6
11486,C330,P07,7,2246.2
11487,C353,P15,4,1292.26
11488,C118,P02,8,1687.6
11489,C294,P20,4,1161.43
11490,C397,P12,7,2018.13
11491,C159,P01,4,1021.48
11492,C303,P08,5,2141.35
11493,C228,P05,7,1963.26
11494,C365,P15,3,1024.37
11495,C216,P01,5,2291.04
11496,C436,P01,3,1339.48
11497,C184,P10,5,2280.84
11498,C015,P10,3,624.01
11499,C157,P15,7,797.95
11500,C136,P17,1,204.43
11501,C261,P06,9,1903.35
11502,C157,P03,9,4173.7
11503,C047,P13,5,1798.49
11504,C324,P16,9,1194.13
11505,C332,P08,6,924.91
11506,C173,P15,5,811.35
11507,C130,P17,3,1056.51
11508,C411,P17,8,3153.32
11509,C095,P13,4,1775.43
11510,C115,P17,3,1428.76
11511,C243,P06,6,1084.09
11512,C420,P17,8,1791.27
11513,C292,P16,9,1765.16
11514,C282,P14,6,1461.03
11515,C299,P13,5,2329.33
11516,C283,P06,2,660.09
11517,C069,P03,2,790.55
11518,C148,P14,9,2664.43
11519,C011,P14,2,223.09
11520,C254,P15,2,251.36
11521,C330,P08,3,945.51
11522,C360,P15,3,1162.55
11523,C038,P13,4,744.53
11524,C134,P17,7,2721.35
11525,C200,P03,9,3818.4
11526,C023,P06,2,529.52
11527,C303,P05,4,1594.27
11528,C346,P17,9,2354.51
11529,C302,P02,2,742.68
11530,C363,P15,1,405.6
11531,C396,P05,8,3974.17
11532,C218,P20,9,2143.43
11533,C141,P06,7,1850.91
11534,C104,P06,8,1329.98
11535,C446,P18,4,726.52
11536,C210,P18,4,1509.43
11537,C473,P04,2,933.64
11538,C481,P17,8,2062.74
11539,C111,P14,2,343.88
11540,C104,P14,9,1926.36
11541,C316,P13,4,1128.08
11542,C171,P07,1,216.26
11543,C460,P12,4,773.73
11544,C492,P15,3,1183.18
11545,C356,P19,6,618.83
11546,C496,P11,7,2209.85
11547,C324,P15,8,3340.05
11548,C133,P12,2,412.98
11549,C376,P03,6,2047.9
11550,C293,P17,6,2205.36
11551,C328,P03,5,1810.05
11552,C127,P19,7,1948.38
11553,C106,P20,3,715.89
11554,C497,P04,4,1737.48
11555,C092,P03,9,3630.41
11556,C287,P16,4,914.01
11557,C378,P12,3,423.62
11558,C393,P08,2,257.45
11559,C051,P17,5,688.55
11560,C029,P07,4,1332.59
11561,C462,P11,8,965.32
11562,C296,P18,7,1643.4
11563,C297,P01,6,2407.68
11564,C214,P03,2,435.48
11565,C267,P04,3,1215.97
11566,C407,P13,9,3583.68
11567,C257,P06,9,1784.98
11568,C302,P14,5,1957.64
11569,C101,P05,3,1197.33
11570,C405,P16,2,517.96
11571,C346,P15,8,1473.35
11572,C110,P15,6,1851.05
11573,C420,P04,7,3279.91
11574,C182,P08,1,355.85
11575,C471,P16,1,169.17
11576,C313,P16,2,746.21
11577,C001,P04,3,812.64
11578,C319,P13,1,336.61
11579,C438,P13,5,1968.13
11580,C055,P02,3,917.94
11581,C371,P03,1,425.59
11582,C424,P08,8,3110.9
11583,C399,P15,6,2076.18
11584,C149,P11,9,1442.85
11585,C431,P09,3,1303.14
11586,C457,P07,9,4269.26
11587,C309,P13,9,1393.07
11588,C137,P02,1,295.3
11589,C202,P08,3,610.67
11590,C436,P07,6,2410.86
11591,C313,P12,8,3109.21
11592,C117,P19,4,625.42
11593,C154,P07,5,2254.05
11594,C425,P10,9,1551.5
11595,C291,P16,6,2513.42
11596,C063,P03,7,1979.55
11597,C244,P10,7,1619.16
11598,C025,P06,4,653.18
11599,C090,P18,4,668.18
11600,C075,P18,4,1459.02
11601,C294,P05,5,1600.86
11602,C386,P07,5,744.17
11603,C391,P02,8,1160.63
11604,C210,P11,9,1160.32
11605,C475,P13,2,795.01
11606,C418,P05,7,2693.27
11607,C347,P06,1,123.37
11608,C017,P14,1,324.11
11609,C128,P12,4,535.48
11610,C427,P04,7,3230.49
11611,C443,P06,2,925.69
11612,C364,P10,2,758.59
11613,C251,P18,1,470.48
11614,C179,P15,2,849.16
11615,C182,P08,7,3019.91
11616,C152,P09,9,2950.95
11617,C025,P05,6,1334.54
11618,C455,P10,2,374.24
11619,C180,P20,9,2077.92
11620,C198,P06,7,2459.79
11621,C344,P16,1,169.06
11622,C161,P03,9,1831.1
11623,C177,P10,2,574.45
11624,C285,P11,4,772.88
11625,C063,P11,9,3019.12
11626,C491,P17,4,1877.08
11627,C150,P04,3,1197.71
11628,C154,P04,1,366.57
11629,C156,P17,7,2331.62
11630,C370,P09,6,1771.07
11631,C469,P19,4,698.5
11632,C049,P05,6,2747.31
11633,C455,P06,6,1196.49
11634,C337,P03,4,546.09
11635,C084,P01,6,2400.04
11636,C361,P20,8,1361.97
11637,C177,P16,3,746.28
11638,C148,P11,4,445.26
11639,C118,P13,1,154.83
11640,C342,P10,4,677.13
11641,C476,P03,9,1095.88
11642,C063,P09,8,2901.3
11643,C189,P12,4,1739.21
11644,C360,P14,7,1745.28
11645,C049,P01,3,1349.49
11646,C327,P18,9,1668.05
11647,C257,P17,4,920.62
11648,C224,P09,2,320.59
11649,C141,P09,5,1741.12
11650,C478,P10,2,535.9
11651,C215,P19,6,2071.88
11652,C435,P15,1,404.67
11653,C379,P05,6,1909.69
11654,C440,P15,4,1404.21
11655,C211,P20,3,1422.3
11656,C318,P02,2,439.25
11657,C032,P13,7,1705.66
11658,C158,P16,9,3483.73
11659,C285,P15,3,1033.57
11660,C305,P10,6,1028.48
11661,C429,P14,9,2254.13
11662,C477,P10,2,574.27
11663,C286,P14,7,1874.29
11664,C144,P09,5,856.55
11665,C424,P14,5,2348.86
11666,C019,P03,7,2834.49
11667,C018,P20,9,2632.88
11668,C257,P16,4,1488.1
11669,C078,P02,9,4130.22
11670,C371,P10,9,1390.23
11671,C175,P03,4,800.6
11672,C498,P11,3,951.24
11673,C194,P11,2,839.21
11674,C476,P13,9,1030.52
11675,C113,P07,2,987.21
11676,C114,P17,6,1691.78
11677,C222,P02,5,1218.46
11678,C166,P12,5,1085.45
11679,C435,P10,4,678.97
11680,C319,P18,6,2499.78
11681,C132,P11,5,2410.83
11682,C385,P16,4,1061.83
11683,C264,P17,9,4328.71
11684,C413,P19,6,2577.11
11685,C055,P18,3,877.26
11686,C359,P03,6,2217.66
11687,C131,P16,1,273.99
11688,C288,P06,5,1617.45
11689,C266,P12,6,739.31
11690,C458,P11,8,3028.04
11691,C467,P15,9,1090.17
11692,C366,P15,3,1280.5
11693,C162,P16,2,859.96
11694,C380,P10,4,779.32
11695,C481,P12,8,1835.72
11696,C087,P13,8,2340.19
11697,C055,P04,3,1016.0
11698,C476,P07,4,859.77
11699,C288,P02,3,1010.98
11700,C178,P15,2,438.23
11701,C391,P08,4,488.79
11702,C349,P07,6,606.07
11703,C008,P15,5,702.3
11704,C321,P14,3,1250.7
11705,C313,P08,2,969.15
11706,C247,P12,9,2437.08
11707,C323,P13,1,305.07
11708,C472,P11,9,1428.65
11709,C471,P17,1,320.41
11710,C443,P17,7,1105.03
11711,C255,P04,6,2066.91
11712,C328,P08,7,3313.12
11713,C054,P05,3,534.84
11714,C249,P16,3,1217.48
11715,C239,P04,1,109.4
11716,C229,P15,4,1000.8
11717,C067,P12,2,288.6
11718,C051,P05,8,1927.92
11719,C097,P16,3,508.24
11720,C092,P14,7,1745.25
11721,C495,P10,7,1869.06
11722,C264,P07,9,1982.13
11723,C418,P13,6,2175.89
11724,C291,P20,1,467.54
11725,C096,P05,8,2081.91
11726,C088,P03,1,176.94
11727,C078,P15,3,624.87
11728,C288,P04,5,2208.0
11729,C120,P15,8,2629.25
11730,C302,P14,9,2538.04
11731,C491,P20,7,1118.98
11732,C400,P19,9,2519.02
11733,C452,P13,3,634.19
11734,C500,P10,5,2386.33
11735,C165,P05,8,3629.02
11736,C182,P20,1,133.56
11737,C469,P20,8,2453.29
11738,C398,P06,7,1330.16
11739,C223,P04,1,264.31
11740,C311,P02,6,2704.44
11741,C432,P16,1,311.01
11742,C466,P18,2,467.37
11743,C007,P05,5,915.78
11744,C330,P04,2,840.26
11745,C263,P13,1,349.81
11746,C161,P19,6,1723.36
11747,C151,P02,8,1495.95
11748,C085,P13,8,1869.59
11749,C147,P11,8,3871.5
11750,C112,P04,6,1848.22
11751,C381,P20,3,780.84
11752,C403,P20,1,308.57
11753,C036,P15,2,823.19
11754,C285,P04,5,1180.22
11755,C188,P09,5,857.41
11756,C082,P07,1,333.97
11757,C002,P19,1,366.08
11758,C385,P19,9,3465.78
11759,C303,P06,2,905.59
11760,C197,P06,7,1739.29
11761,C404,P20,4,520.57
11762,C011,P15,7,3383.38
11763,C234,P15,8,2192.04
11764,C386,P20,5,1746.52
11765,C195,P09,1,366.52
11766,C471,P04,4,1274.42
11767,C119,P18,3,546.31
11768,C396,P18,5,2010.29
11769,C020,P05,6,2529.0
11770,C261,P20,2,642.38
11771,C293,P11,7,2067.97
11772,C422,P05,3,436.73
11773,C256,P04,1,133.58
11774,C222,P12,3,707.48
11775,C393,P02,9,2019.05
11776,C226,P13,6,2888.78
11777,C053,P10,6,2480.69
11778,C428,P09,4,1455.88
11779,C355,P10,8,2456.47
11780,C500,P07,5,834.74
11781,C342,P04,7,3439.68
11782,C364,P19,9,2250.15
11783,C280,P10,5,713.85
11784,C081,P03,5,1487.6
11785,C202,P19,4,1798.4
11786,C158,P02,6,2729.5
11787,C120,P20,2,208.77
11788,C059,P10,3,1363.55
11789,C494,P02,1,208.59
11790,C215,P02,2,231.18
